    1024	  32	    17.389 
    4096	  32	    70.699 
    8192	  32	   154.080 
   32768	  32	   376.545 
   65536	  32	   808.464 
  131072	  32	   455.096 
  262144	  32	   970.443 
  524288	  32	  1658.389 
 1048576	  32	  2557.004 
 2097152	  32	  3148.208 
 3145728	  32	  3510.947 
 4194304	  32	  3728.738 
 5242880	  32	  3726.526 
 6291456	  32	  3905.325 
 7340032	  32	  4037.021 
 8388608	  32	  4177.674 
